timestamp,oil_urals,gdp_quart,gdp_quart_growth,cpi,ppi,gdp_deflator,balance_trade,balance_trade_growth,usdrub,eurrub,brent,net_capital_export,gdp_annual,gdp_annual_growth,average_provision_of_build_contract,average_provision_of_build_contract_moscow,rts,micex,micex_rgbi_tr,micex_cbi_tr,deposits_value,deposits_growth,deposits_rate,mortgage_value,mortgage_growth,mortgage_rate,grp,grp_growth,income_per_cap,real_dispos_income_per_cap_growth,salary,salary_growth,fixed_basket,retail_trade_turnover,retail_trade_turnover_per_cap,retail_trade_turnover_growth,labor_force,unemployment,employment,invest_fixed_capital_per_cap,invest_fixed_assets,profitable_enterpr_share,unprofitable_enterpr_share,share_own_revenues,overdue_wages_per_cap,fin_res_per_cap,marriages_per_1000_cap,divorce_rate,construction_value,invest_fixed_assets_phys,pop_natural_increase,pop_migration,pop_total_inc,childbirth,mortality,housing_fund_sqm,lodging_sqm_per_cap,water_pipes_share,baths_share,sewerage_share,gas_share,hot_water_share,electric_stove_share,heating_share,old_house_share,average_life_exp,infant_mortarity_per_1000_cap,perinatal_mort_per_1000_cap,incidence_population,rent_price_4+room_bus,rent_price_3room_bus,rent_price_2room_bus,rent_price_1room_bus,rent_price_3room_eco,rent_price_2room_eco,rent_price_1room_eco,load_of_teachers_preschool_per_teacher,child_on_acc_pre_school,load_of_teachers_school_per_teacher,students_state_oneshift,modern_education_share,old_education_build_share,provision_doctors,provision_nurse,load_on_doctors,power_clinics,hospital_beds_available_per_cap,hospital_bed_occupancy_per_year,provision_retail_space_sqm,provision_retail_space_modern_sqm,turnover_catering_per_cap,theaters_viewers_per_1000_cap,seats_theather_rfmin_per_100000_cap,museum_visitis_per_100_cap,bandwidth_sports,population_reg_sports_share,students_reg_sports_share,apartment_build,apartment_fund_sqm
2016-02-12,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,78.6638,88.5283,33.36,-0.49783883,80804.3,-0.037267317,5.8,6.92,689.9,1726.04,123.65,311.1,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-13,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,78.6638,88.5283,33.36,-0.49783883,80804.3,-0.037267317,5.8,6.92,689.9,1726.04,123.65,311.1,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-14,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,78.6638,88.5283,33.36,-0.49783883,80804.3,-0.037267317,5.8,6.92,689.9,1726.04,123.65,311.1,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-15,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,77.6745,86.6494,33.39,-0.49783883,80804.3,-0.037267317,5.8,6.92,707.24,1738.54,124.4,288.53,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-16,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,77.6846,86.5188,32.18,-0.49783883,80804.3,-0.037267317,5.8,6.92,708.61,1753.86,124.26,288.62,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-17,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,75.1378,83.7385,34.5,-0.49783883,80804.3,-0.037267317,5.8,6.92,735.81,1770.31,124.29,287.66,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,76.1718,84.6671,34.28,-0.49783883,80804.3,-0.037267317,5.8,6.92,752.89,1807.21,124.98,288.34,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,77,85.7221,33.01,-0.49783883,80804.3,-0.037267317,5.8,6.92,725.98,1793.37,125.22,289.08,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,77,85.7221,33.01,-0.49783883,80804.3,-0.037267317,5.8,6.92,725.98,1793.37,125.26,289.08,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,77,85.7221,33.01,-0.49783883,80804.3,-0.037267317,5.8,6.92,725.98,1793.37,125.26,289.08,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,75.1234,82.841,34.69,-0.49783883,80804.3,-0.037267317,5.8,6.92,761.48,1822.38,125.5,290.26,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-23,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,76.015,83.7807,33.27,-0.49783883,80804.3,-0.037267317,5.8,6.92,761.48,1822.38,125.5,290.26,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-24,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,76.2874,84.1019,34.41,-0.49783883,80804.3,-0.037267317,5.8,6.92,737.73,1797.27,125.59,289.63,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-25,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,75.889,83.782,35.29,-0.49783883,80804.3,-0.037267317,5.8,6.92,745.53,1803.89,126.44,289.86,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-26,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,76.3175,83.4035,35.1,-0.49783883,80804.3,-0.037267317,5.8,6.92,757.45,1816.73,126.9,290.48,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-27,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,76.3175,83.4035,35.1,-0.49783883,80804.3,-0.037267317,5.8,6.92,757.45,1816.73,126.9,290.48,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-28,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,76.3175,83.4035,35.1,-0.49783883,80804.3,-0.037267317,5.8,6.92,757.45,1816.73,126.9,290.48,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-29,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,74.9774,81.5313,35.97,-0.49783883,80804.3,-0.037267317,5.8,6.92,768.8,1840.17,126.87,290.59,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-01,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,73.3816,79.6657,36.81,-0.456209595,80804.3,-0.037267317,5.8,6.92,786.36,1844.17,127.78,290.59,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-02,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,73.327,79.5712,36.93,-0.456209595,80804.3,-0.037267317,5.8,6.92,780.16,1832.84,128.27,287.56,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-03,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,73.2764,80.1999,37.07,-0.456209595,80804.3,-0.037267317,5.8,6.92,798.58,1858.69,128.43,291.44,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-04,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,71.875,79.1675,38.72,-0.456209595,80804.3,-0.037267317,5.8,6.92,818.25,1878.29,128.83,291.44,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-05,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,71.875,79.1675,38.72,-0.456209595,80804.3,-0.037267317,5.8,6.92,818.25,1878.29,128.83,291.44,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-06,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,71.875,79.1675,38.72,-0.456209595,80804.3,-0.037267317,5.8,6.92,818.25,1878.29,128.83,301.69,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-07,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,71.3089,78.5929,40.84,-0.456209595,80804.3,-0.037267317,5.8,6.92,839.23,1909.57,129,301.69,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-08,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,72.7465,80.1572,39.65,-0.456209595,80804.3,-0.037267317,5.8,6.92,839.23,1909.57,129,307.67,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-09,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,71.159,78.4703,41.07,-0.456209595,80804.3,-0.037267317,5.8,6.92,835.64,1883,129.02,307.67,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-10,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,71.6975,80.2578,40.05,-0.456209595,80804.3,-0.037267317,5.8,6.92,834.24,1884.63,128.89,314.07,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-11,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,69.7079,77.2848,40.39,-0.456209595,80804.3,-0.037267317,5.8,6.92,845.59,1876.54,128.6,314.07,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-12,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,69.7079,77.2848,40.39,-0.456209595,80804.3,-0.037267317,5.8,6.92,845.59,1876.54,128.6,314.07,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-13,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,69.7079,77.2848,40.39,-0.456209595,80804.3,-0.037267317,5.8,6.92,845.59,1876.54,128.6,314.07,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-14,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,70.2661,77.8873,39.53,-0.456209595,80804.3,-0.037267317,5.8,6.92,830.54,1865.31,128.14,294.24,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-15,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,71.0578,78.9521,38.74,-0.456209595,80804.3,-0.037267317,5.8,6.92,821.64,1855.06,127.94,293.67,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-16,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,70.6115,78.2942,40.33,-0.456209595,80804.3,-0.037267317,5.8,6.92,835.97,1871.2,128.02,293.73,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-17,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,68.0735,77.0411,41.54,-0.456209595,80804.3,-0.037267317,5.8,6.92,873.8,1890.79,129.05,293.61,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-18,36.6171,22016.1,-3.8,518.5,551.9,133.16,7.991,9.4,68.24,76.92,41.2,-0.456209595,80804.3,-0.037267317,5.8,6.92,885.13,1914.02,129.79,293.71,22970506,0.007410775,7.46,204217,0.364721999,12.1,NA,NA,NA,NA,NA,NA,19807.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,115.18,72.09,50.68,47.05,38.06,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
